species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Larus delawarensis,Ring-billed Gull,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-09,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-09,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-10,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-25,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-24,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-17,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-17,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-17,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-17,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-17,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-23,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-21,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-21,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-21,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-21,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-04-19,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-19,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-19,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-19,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-19,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-19,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-22,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-14,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Falco sparverius,American Kestrel,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2005-04-13,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-02,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2005-04-01,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Larus delawarensis,Ring-billed Gull,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-04-03,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-01,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-01,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-01,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-01,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-01,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-01,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2005-05-14,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-13,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-13,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-23,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-23,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-23,2005,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2005-05-23,2005,HUMAN_OBSERVATION,EBIRD
Chordeiles minor,Common Nighthawk,Animalia,Aves,45.01931,-93.24225,2005-05-23,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-24,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-04,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-05,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-06,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Zenaida macroura,Mourning Dove,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-07,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-08,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Chordeiles minor,Common Nighthawk,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2005-05-30,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-27,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-27,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-27,2005,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-27,2005,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2005-05-27,2005,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2005-05-28,2005,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2005-05-17,2005,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2005-05-17,2005,HUMAN_OBSERVATION,EBIRD
Catharus guttatus,Hermit Thrush,Animalia,Aves,45.01931,-93.24225,2005-05-17,2005,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2005-05-17,2005,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2005-05-17,2005,HUMAN_OBSERVATION,EBIRD
